"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"Crown Pointe Amusement, LLC","Tracy's","932 N. Bridge Street","Yorkville","IL","60560","Kendall","150702681","Establishment","12/16/2015",
"Crows Mill LLC","Crows Mill","1220 Old Toronto Road","Springfield","IL","62712","Sangamon","120706464","Establishment","10/24/2013",
"CRS VENTURES, LLC","Fat City Bar & Grill","505 S Chestnut","Champaign","IL","61820","Champaign","120704951","Establishment","11/15/2012",
"Crusen & Klein, Inc.","Crusen's II","2117 W. Farmington Rd.","West Peoria","IL","61604","Peoria","130704824","Establishment","12/19/2013",
"Crusen & Klein, Inc.","Crusen's I","426 E. War Memorial Dr.","Peoria","IL","61614","Peoria","130704825","Establishment","12/19/2013",
"Cryst, Inc.","Pepe's Mexican Restaurant","4431 W. 211th Street","Matteson","IL","60443","Cook","140701599","Establishment","07/24/2014",
"CRYSTAL BOWL, INC.","CRYSTAL BOWL","4504 E. Terra Cotta","CRYSTAL LAKE","IL","60014","Mchenry","130702681","Establishment","11/21/2013",
"Crystal Cuisine Inc.","Sofia's Place Restaurant / Sofia's Gaming","640 E. State Road","Island Lake","IL","60042","Lake","140701953","Establishment","11/20/2014",
"Crystal Cuisine Inc.","Lucky Danny's","398 W. Liberty St. Unit A","Wauconda","IL","60084","Lake","180703569","Establishment","04/18/2019",
"Crystal Lake Recreation, Inc.","Crystal Lake RV Park","600 east 17th Street","Rock Falls","IL","61071","Whiteside","160702522","Establishment","11/16/2017",
"CSP ENTERTAINMENT, INC.","THE HIDDEN TAP","203 E. Main St. Road","Cary","IL","60013","Mchenry","140703190","Establishment","10/27/2014",
"CTC Partners, LLC","Kick's","19578 N. 1960 East Rd.","Towanda","IL","61776","McLean","120707930","Establishment","06/20/2013",
"CTJM ONE REAL ESTATE INC.","SUMMIT CITGO","7455 W ARCHER AVE","SUMMIT","IL","60501","Cook","180701869","Establishment","11/02/2018",
"Cub & Spank's, Inc. ","Cub & Spank's","113 N. Maple St.","SYCAMORE","IL","60178","Dekalb","120700208","Establishment","06/20/2013",
"Cuda's, LLC","Cuda's Bar & Grill","27045 Grass Lake Road","Antioch","IL","60002","Lake","140702212","Establishment","07/24/2014",
"CueWorks Inc.","CueWorks","2480 Washington Rd","Washington","IL","61571","Tazewell","120700163","Establishment","07/19/2012",
"CUHLIFE LLC ANTIOCH","LUCKY BERNIE'S","420 E. IL ROUTE 173 STE 111","ANTIOCH","IL","60002","Lake","180703730","Establishment","06/13/2019",
"CUHLIFE LLC HUNTLEY","Lucky Bernie's","9810 North State Route 47","Huntley","IL","60142","McHenry","170700671","Establishment","06/28/2017",
"Cuhlife LLC Spring Grove","Lucky Bernie's","2450 N US Highway 12","Spring Grove","IL","60081","Mchenry","160700896","Establishment","06/02/2016",
"Cuhlife LLC Woodstock","Lucky Bernie's","11605 Catalpa Lane ","Woodstock","IL","600986923","Mchenry","160700897","Establishment","06/02/2016",
"Cullen's Pub, Ltd.","Cullen's Pub","9953 Southwest Highway","Oak Lawn","IL","60453","Cook","120701259","Establishment","11/15/2012",
"Cumberland Holdings LLC","Linda's Place","200 N. Haughton Hwy, Suite B","Greenup","IL","62428","Cumberland","170700225","Establishment","03/23/2017",
"CURLY'S CORNER MARKET, INC.","CURLY'S CORNER MARKET","5527 Maryville Rd","Granite City","IL","62040","Madison","170704063","Establishment","06/13/2018",
"CURLY'S CORNER MARKET, INC.","508 Variety Shop","508 East Chain of Rocks Rd","Granite City","IL","62040","Madison","170703714","Establishment","09/14/2018",
"CURRAN CROSSROADS INC.","Trails End Saloon","6445 Old Route 54","New Berlin","IL","62706","Sangamon","150702989","Establishment","11/06/2015",
"Curve - Inn II Inc.","Curve Inn II","2145 State Rt 37 N","Buncombe","IL","62912","Johnson","140700987","Establishment","07/24/2014",
"Cutter's Goose, Inc.","Cutter's","239 Carlyle Ave","Belleville","IL","62221","St. Clair","120701369","Establishment","02/21/2013",
"Cutter326 Inc. ","Spot on 66","6542-44 Joliet Rd","Countryside","IL","60525","Cook","120700524","Establishment","12/20/2012",
"Cuzin's Entertainment 3, INC.","Cuzin's Neighborhood Bar & Pizza","2825 West 127th street","Blue Island","IL","60406","Cook","170703629","Establishment","01/09/2018",
"CWEJ, LLC","The 'Ville Pub and Grill","124 E. Main St.","Shelbyville","IL","62565","Shelby","180701425","Establishment","06/13/2018",
"CWJS LLC","Belly Up","304 10th Avenue","Orion","IL","61273","Henry","120705356","Establishment","05/23/2013",
"CYNTHIA BURNETT","C.'S Knotty Pine","1359 NORTH 45TH ROAD ","EARLVILLE ","IL","60518","La Salle","120708132","Establishment","05/23/2013",
"Cynthia Elliott","Kevin & Cindy's Hanna City Tap","119 N. Main Street","Hanna City","IL","61536","Peoria","120712292","Establishment","11/21/2013",
"CYNTHIA L. MASON ","THE RIDGE ","10 SOUTH STATE STREET","RIDGE FARM","IL","61870","Vermilion","120709523","Establishment","06/20/2013",
"Cynthia Simpson","The Old Mill","4194 E. 2603 RD.","Sheridan","IL","60551","La Salle","120707115","Establishment","02/21/2013",
"CYPR HARVEY INC.","CYPR HARVEY INC.","15355 Dixie Hwy","Harvey","IL","60426","Cook","180703950","Establishment","09/16/2019",
"Cypress Tavern, Inc.","Cypress Tavern","536 E Cypress St","Kankakee","IL","609012458","Kankakee","120710597","Establishment","09/19/2013",
"Cypress, Incorporated","Chuckwagon Cafe & Saloon","7707 Main Street","Cypress","IL","62923","Johnson","120702331","Establishment","10/24/2013",
"CYPRUS LONG BAR, INC.","Harry's Long Bar","13115 S Western Ave.","Blue Island","IL","60406","Cook","120705285","Establishment","12/20/2012",
"D & D's Tap, Inc.","D&D's Tap, Inc.","14401 Sherman Ave","Posen","IL","60469","Cook","120700541","Establishment","08/16/2012",
"D & E MCCULLOUGH, INC.","Shorty's","1144 E. Walnut Street","Watseka","IL","60970","Iroquois","180702747","Establishment","11/02/2018",
"D & E MCCULLOUGH, INC.","Slicks","807 W. Lafayette St. ","Watseka","IL","60970","Iroquois","170700299","Establishment","05/25/2017",
"D & E MCCULLOUGH, INC.","Coultas Food Shack","110 N. 2nd Street","Danville","IL","61832","Vermilion","190702002","Establishment","11/07/2019",
"D & K ENTERPRISES, INC.","KORNER KWIK STOP","302 WEST WOOD ST","CAMP POINT","IL","62320","Adams","140703517","Establishment","01/26/2017",
"D & M Bar & Grill Inc.","Birdie's Bar & Grill","5715 West Plank Road","Bellevue","IL","61604","Peoria","120707833","Establishment","09/19/2013",
"D and D Tiki, Inc.","The Getaway","321 N. Western Ave.","West Peoria","IL","61604","Peoria","160702473","Establishment","01/26/2017",
"D E M & N, INC.","PAYSON FASTOP","110 W STATE","PAYSON","IL","62360","Adams","140704161","Establishment","01/26/2017",
"D Enterprise, Inc.","Tinder Box Vino 100","10700 Lincoln Trail","Fairview Heights","IL","62208","St. Clair","190700135","Establishment","06/13/2019",
"D G & L, Incorporated","Lantern Pub","607 E. Main","Ashley","IL","62808","Washington","120704750","Establishment","01/24/2013",
"D G Concepts, Inc.","Kennedy Pointe Restaurant & Pub","2245 Kennedy Road","Bristol","IL","60512","Kendall","130702508","Establishment","11/21/2013",
"D HANGOUT BAR AND GRILL, INC.","D HANGOUT","550 S. McLean BLVD.","Elgin","IL","60123","Kane","130706548","Establishment","03/27/2014",
"D&A Company","The Fogcutter","36021 N US Hwy 45","Lake Villa","IL","60046","Lake","140700940","Establishment","08/21/2014",
"D&A GAMING, INC.","Windsor Cafe","6834A W WINDSOR AVE","Berwyn","IL","60402","Cook","160702079","Establishment","08/31/2016",
"D&N ENTERPRISE INC.","LILLYS","2675 East Division Street, Unit B","Diamond","IL","60416","Grundy","170702625","Establishment","11/16/2017",
"D&N ENTERPRISE INC.","Suzi-Q's","3 Vermillion Plaza","Pontiac","IL","61764","Livingston","170703561","Establishment","01/09/2018",
"D&T WEDGE, INC.","Tracey's Saloon","901 State Highway 109","Jerseyville","IL","620522364","Jersey","180701952","Establishment","09/14/2018",
"D&T Wedge, INC.","D&T Wedge","901 West Delmar","Godfrey","IL","62002","Madison","130704130","Establishment","03/27/2014",
"D'Agostino's Pizzeria Wheeling, Inc.","D'Agostino's Pizzeria","241 S Milwaukee Ave.","Wheeling","IL","60090","Cook","130706320","Establishment","05/29/2014",
"D'AGOSTINOS RIVER GROVE, INC.","D'AGOSTINOS PIZZA & PUB","3131 Thatcher Ave","River Grove","IL","60171","Cook","140702042","Establishment","07/24/2014",
"D's Bistro Inc.","D's Bistro Inc.","13730 S. Claire Blvd.","Robbins","IL","60472","Cook","150703257","Establishment","11/06/2015",
"D'VINE WINE CRAFTERS, LLC","VILLAGE VINTNER","2380 Esplanade Dr, Suite 100","Algonquin","IL","60102","Kane","160703700","Establishment","01/26/2017",
"D-J's Party Supply, Inc.","D-J's Party Supply","1200 W Main St","Salem","IL","62881","Marion","180700593","Establishment","09/14/2018",
"D-K Properties, Inc.","Game On Sports Tavern","119-121 East Market Street","Sadorus","IL","61872","Champaign","120705980","Establishment","11/15/2012",
"D. & T. Wright, Inc.","I & I State Line Tavern","4015 E Main Street US Hwy136 E","Danville","IL","61834","Vermilion","120702043","Establishment","11/15/2012",
"D. Agostino Cannoli E Sapori Italiani, LLC","D. Agostino Cannoli E Sapori Italiani","7510 W Grand Ave","Elmwood Park","IL","607071413","Cook","170700973","Establishment","06/28/2017",
"D. J.'S SPORTS BAR, INC.","DJ's Sports Bar","222 E Chicago Ave","Westmont","IL","60559","Dupage","130700291","Establishment","09/19/2013",
"D. Laneys, INC.","Khayat Lake House","525 Rockland Road","Lake Bluff","IL","60044","Lake","130704360","Establishment","01/15/2014",
"D. Sangalli Enterprises LLC","Sangalli's Italian Steakhouse","2217 Court St. ","Pekin","IL","61554","Tazewell","170704266","Establishment","08/02/2018",
"D.A.G. GROUP, INC.","Vegas Cafe","422 S Governors Hwy #1","Peotone","IL","60468","Will","180700211","Establishment","05/24/2018",
"D.C.'S GOOD TIMES INC.","THE AURORA TAP HOUSE","134 W Downer PL","Aurora","IL","60506","Kane","180703587","Establishment","04/18/2019",
"D.D. ENTERPRISES I LLC","SPANKYS","1920 OAK AVENUE","MATTOON","IL","61938","Coles","120702242","Establishment","10/18/2012",
"D.D.'s, Inc.","The Pier","19624 STATE ROUTE 33 EAST","Lawrenceville","IL","62439","Lawrence","120700209","Establishment","12/20/2012",
"D.E.B., INC.","Bocce's Sports Bar & Grill","3909 W 211th St","Matteson","IL","60443","Cook","120711481","Establishment","12/19/2013",
"D.H. Brown, Inc.","D. H. Brown","231 East Monroe","Springfield","IL","62704","Sangamon","120706285","Establishment","02/21/2013",
"D.I.P. Restaurants LLC","Horseshoe Lounge","410 Saint Louis Rd","Collinsville","IL","62234","Madison","140702619","Establishment","04/23/2015",
"D.Q.R. Enterprises Inc","Longbranch Tavern","110 North Main","Athens","IL","62613","Menard","120708986","Establishment","08/22/2013",
"D.R.D. Bar & Eatery, Inc.","Cruisin' Route 72 Bar & Eatery","11 Galligan Rd","Gilberts","IL","60136","Kane","120705116","Establishment","10/18/2012",
"D.R.G. Enterprises, Inc.","Shady Hill Saloon","1374 Monmouth Blvd","Galesburg","IL","61401","Knox","120704954","Establishment","12/20/2012",
"D.W.P., Inc.","Half Time Lounge","14640 Waverly Avenue","Midlothian","IL","60445","Cook","120700308","Establishment","10/18/2012",
"D2G Holdings, LLC","Native Grill & Wings","138 N Front ST","Quincy","IL","62301","Adams","150701149","Establishment","04/23/2015",
"Da Burgs Bar Grill, Inc.","Da Burgs Bar & Grill","145 North Main Street","Warrensburg","IL","62573","Macon","120701308","Establishment","02/21/2013",
"DA-PLACE RS, INC.","Da Place","215 Lincoln Highway","Rochelle","IL","61068","Ogle","120705975","Establishment","03/20/2013",
"DABAR, INC.","THE LAST ALARM","43 SOUTH EAST AVENUE","AMBOY","IL","61310","Lee","120703716","Establishment","10/18/2012",
"DAHM & SCHELL, INC.","LASER ROCK F.E.C.","701 S BELT WEST","BELLEVILLE","IL","62220","St. Clair","140702668","Establishment","04/23/2015",
"DAISY'S CAFE - ROLLING MEADOWS, LLC","DAISY'S CAFE - ROLLING MEADOWS, LLC","3334 Kirchoff Rd","Rolling Meadows","IL","60008","Cook","180704385","Establishment","04/18/2019",
"DAISY'S CAFE - STONE PARK, LLC","DAISY'S CAFE - STONE PARK, LLC","1505 N. Mannheim Rd.","Stone Park","IL","60165","Cook","180700373","Establishment","04/12/2018",
"DAJAKENNEDY, LLC","Kennedy's on Benton","109 S. Benton St. ","Winnebago","IL","61088","Winnebago","190701286","Establishment","11/07/2019",
"Dakota One, LLC","Bonny's Bistro","1310 N. Larkin Ave","Joliet","IL","60435","Will","130701681","Establishment","12/19/2013",
"Dale & Jackie's Discount Liquors, Inc.","22nd Street Discount Liquors","1325 22nd Street","Decatur","IL","62521","Macon","120707316","Establishment","08/22/2013",
"Dale Marshall, Inc.","New Windsor Depot","110 South 5th Avenue","New Windsor","IL","61465","Mercer","120703322","Establishment","06/20/2013",
"Dalever, Inc.","Stop Light Liquors","9507 IL RT 125","Beardstown","IL","62618","Cass","150703335","Establishment","01/26/2017",
"Daly Sports Bar Inc.","Daly Sports Bar","116 W Washington","Philo","IL","61864","Champaign","140702310","Establishment","06/26/2014",
"Damaschke International Inc.","Lacey's Place","7355 West Archer Avenue, Suite A","Summit","IL","605011238","Cook","150703775","Establishment","12/16/2015",
"DAMASCHKE INTERNATIONAL, INC.","LACEY'S PLACE","7348 W 79th St","BRIDGEVIEW","IL","60455","Cook","160700240","Establishment","03/04/2016",
"DAMCM, LLC","Joe's Pizza & Pasta","1099 Beltline Road Suite A&B","Collinsville","IL","62234","Madison","190700896","Establishment","08/08/2019",
"DAN ""D"" JAC'S, INC.","Dan ""D"" Jac's","9358 W 171ST STREET ","ORLAND HILLS","IL","60487","Cook","120701219","Establishment","09/20/2012",
"DANCINY ENTERPRISES, INC.","PIZZA CUCINA","12 E. MERCHANTS DR.","OSWEGO","IL","60543","Kendall","180701951","Establishment","09/14/2018",
"Dangi Limited","McCritter's","2801 Court Street","Pekin","IL","61554","Tazewell","120707139","Establishment","03/20/2013",
"Dangles Corporation","CHRIS' NORTH SIDE INN ","12431 S WESTERN AVE ","Blue Island","IL","60406","Cook","120701450","Establishment","08/16/2012",
"Daniel G. & Elaine M. Rentz","Rentz's Tap & Dining","210 S Wauponsie St.","Odell","IL","60460","Livingston","120700243","Establishment","09/20/2012",
"DANIEL KEVIN KONING","KONZ RESTAURANT & LOUNGE ","112 S MAIN St.","Walnut","IL","61376","Bureau","120707419","Establishment","12/20/2012",
"Daniel Stambaugh","Dan's Tow Bar","1923 SW Adams ","Peoria","IL","61602","Peoria","160704298","Establishment","04/21/2017",
"Danny Duncan","Duncan Supply and Service","7443 Rt 75","Rock City","IL","61070","Stephenson","150702479","Establishment","01/26/2017",
"Danny R. Espinoza, Ltd.","MacDuffs","1703 S Second Street","Pekin","IL","61554","Tazewell","120707530","Establishment","03/20/2013",
"Danny's Tap, Inc. ","Danny's Tap","120 South A Street","Monmouth","IL","61642","Warren","120704199","Establishment","12/20/2012",
"Danville Columbus Club","Columbus Club","310 Bryan Avenue","Danville","IL","61832","Vermilion","120707276","Establishment","11/21/2013",
"Darb, Inc.","Booner's Place","1210 Washington St","Waukegan","IL","60085","Lake","120708992","Establishment","08/22/2013",
"Darin Neal Fee","The Lantern","745 Mortimer St.","Barry","IL","62312","Pike","170702356","Establishment","11/16/2017",
"DARLAS OF BRIDGEVIEW INC.","DARLAS OF BRIDGEVIEW INC","7034 S. Harlem Ave.","Bridgeview","IL","60455","Cook","190702365","Establishment","11/07/2019",
"Darr's Truck Stop L.L.C.","Darr's Truck Stop L.L.C.","10974 Rte 111","Medora","IL","62063","Macoupin","170702267","Establishment","08/24/2017",
"DARTEAM, INC.","CURVE INN","3219 SOUTH 6TH STREET ROAD","SPRINGFIELD","IL","62703","Sangamon","140703077","Establishment","11/20/2014",
"DARUWALA INC.","AT WORK SPORTS BAR & GRILL","1190 E. Higgins Road","Elk Grove Village","IL","60007","Cook","150702441","Establishment","09/22/2015",
"DASH ENT CORPORATION","LOOSEY GOOSEY'S","5401 COLLINSVILLE RD #5","FAIRMONT CITY","IL","62201","Madison","180702115","Establishment","11/02/2018",
"DASS GOLF INC.","INDOOR GOLF LINKS OF AMERICA","16354-58 S 104th Ave","Orland Park","IL","60467","Cook","180702830","Establishment","11/02/2018",
"DAV CLUB, CHAPTER 7","DAV CHAPTER 7","405 VULCAN","EFFINGHAM","IL","62401","Effingham","120713089","Establishment","10/24/2013",
"Dave & Judy's, Inc.","B&R Tavern/Cavern ","325 W. St. Louis Avenue","East Alton","IL","62024","Madison","120704052","Establishment","12/20/2012",
"Dave Kuhlemier Inc","Dave's Place","121 N Broad St","Lanark","IL","61046","Carroll","120710682","Establishment","08/22/2013",
"DAVE'S TAP, INC.","Dave's Tap","501 E. Crescent","Gilman","IL","60938","Iroquois","120701245","Establishment","07/19/2012",
"Davern's Tavern & Lounge, Inc.","Davern's Tavern","8527 W. 79th St.","Justice","IL","60458","Cook","120701253","Establishment","09/20/2012",
"David & Kimberly Prater","The Strike Zone","1000 Enterprise Lane","Anna","IL","62906","Union","130703143","Establishment","11/21/2013",
"David Allen Link Sr.","Lumpy's","208 South Macoupin Street","Gillespie","IL","62033","Macoupin","140704335","Establishment","03/26/2015",
"David Burkett","The Village","250 Front St.","Xenia","IL","62899","Clay","170704350","Establishment","03/07/2018",
"David G Dearth","Twin City Lanes & The Bowlers Pro","1006 East Lincoln St.","Bloomington","IL","61701","Mclean","120701356","Establishment","11/15/2012",
